brand_name,price,pants_category,Date,ratings,number_of_ratings
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1079,Regular Fit Jeans,06-06-2025,4,527
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1023,Regular Fit Jeans,01-06-2025,4.2,86
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,645,Regular Fit Jeans,02-06-2025,4.1,38
Roadster,929,Loose Fit Jeans,03-06-2025,4.1,58
Roadster,519,Regular Fit Jeans,05-06-2025,4.3,30
Roadster,743,Baggy Jeans,06-06-2025,4,72
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
Roadster,1019,Cargo Jeans,04-06-2025,4.5,111
United Colors of Benetton,989,Regular Fit Jeans,04-06-2025,4.1,10
Roadster,623,Cargo Jeans,03-06-2025,3.9,146
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1311,Regular Fit Jeans,03-06-2025,4.2,38
Roadster,599,Regular Fit Jeans,02-06-2025,4.3,29
Roadster,519,Regular Fit Jeans,02-06-2025,3.9,49
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
Roadster,569,Regular Fit Jeans,01-06-2025,4.1,899
United Colors of Benetton,569,Regular Fit Jeans,06-06-2025,4.1,899
Roadster,519,Regular Fit Jeans,02-06-2025,4,49
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,919,Regular Fit Jeans,06-06-2025,4.1,444
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,06-06-2025,4.1,50
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,863,Regular Fit Jeans,02-06-2025,3.8,8
Mufti,1084,Regular Fit Jeans,06-06-2025,4.1,58
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,873,Regular Fit Jeans,03-06-2025,4,417
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,819,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,749,Regular Fit Jeans,05-06-2025,3.6,98
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1315,Regular Fit Jeans,02-06-2025,4,21
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,749,Regular Fit Jeans,05-06-2025,3.7,11
Roadster,571,Loose Fit Jeans,06-06-2025,3.9,46
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,03-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1461,Regular Fit Jeans,02-06-2025,4.1,81
Roadster,879,Baggy Jeans,02-06-2025,3.6,82
Roadster,519,Regular Fit Jeans,04-06-2025,3.6,41
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1199,Regular Fit Jeans,02-06-2025,4.7,6
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,549,Baggy Jeans,01-06-2025,3.9,36
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1253,Regular Fit Jeans,06-06-2025,4.4,24
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,704,Regular Fit Jeans,04-06-2025,3.4,13
WROGN,1403,Cargo Jeans,01-06-2025,4.2,201
WROGN,1399,Regular Fit Jeans,06-06-2025,4.1,56
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,869,Regular Fit Jeans,06-06-2025,4.3,46
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,764,Regular Fit Jeans,03-06-2025,3.8,538
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,998,Regular Fit Jeans,02-06-2025,4.5,13
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
V-Mart,804,Regular Fit Jeans,04-06-2025,4.6,5
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,769,Regular Fit Jeans,04-06-2025,4,63
V-Mart,759,Regular Fit Jeans,01-06-2025,4.2,130
Roadster,499,Regular Fit Jeans,05-06-2025,3.6,68
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1349,Regular Fit Jeans,06-06-2025,4.3,81
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1331,Regular Fit Jeans,06-06-2025,4,34
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1224,Regular Fit Jeans,06-06-2025,4.5,27
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1119,Regular Fit Jeans,02-06-2025,4,64
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,999,Regular Fit Jeans,05-06-2025,3.6,13
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,895,Regular Fit Jeans,02-06-2025,4,58
Roadster,857,Loose Fit Jeans,05-06-2025,4.1,40
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,797,Regular Fit Jeans,05-06-2025,4.3,139
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,743,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,699,Regular Fit Jeans,01-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
V-Mart,975,Regular Fit Jeans,05-06-2025,3.1,35
V-Mart,1079,Regular Fit Jeans,04-06-2025,4.2,42
V-Mart,1079,Regular Fit Jeans,03-06-2025,4.2,42
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,997,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,664,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1119,Regular Fit Jeans,04-06-2025,4,63
Roadster,831,Loose Fit Jeans,03-06-2025,4.2,130
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1367,Regular Fit Jeans,05-06-2025,3.9,12
V-Mart,929,Cargo Jeans,01-06-2025,4.2,130
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,05-06-2025,4,63
V-Mart,1049,Regular Fit Jeans,03-06-2025,4.3,16
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,799,Regular Fit Jeans,05-06-2025,4.1,12
V-Mart,836,Regular Fit Jeans,03-06-2025,3.2,10
V-Mart,791,Cargo Jeans,06-06-2025,3.9,31
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
V-Mart,791,Cargo Jeans,06-06-2025,4.6,5
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1349,Regular Fit Jeans,03-06-2025,4.7,15
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1274,Regular Fit Jeans,04-06-2025,2.3,8
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1179,Regular Fit Jeans,03-06-2025,4,42
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1259,Regular Fit Jeans,03-06-2025,4.3,47
Roadster,799,Cargo Jeans,04-06-2025,4.4,82
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1363,Regular Fit Jeans,02-06-2025,4,63
Roadster,599,Regular Fit Jeans,01-06-2025,3.8,49
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1079,Regular Fit Jeans,04-06-2025,3.8,64
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,836,Regular Fit Jeans,03-06-2025,3.8,69
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1024,Regular Fit Jeans,04-06-2025,4,63
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,629,Regular Fit Jeans,06-06-2025,4,13
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1275,Regular Fit Jeans,03-06-2025,3.7,15
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,990,Regular Fit Jeans,02-06-2025,4,5
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
WROGN,1399,Regular Fit Jeans,04-06-2025,3.9,146
WROGN,1399,Regular Fit Jeans,03-06-2025,4.1,134
United Colors of Benetton,1231,Regular Fit Jeans,04-06-2025,4.3,140
Roadster,1159,Loose Fit Jeans,01-06-2025,3.6,53
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
Roadster,1159,Loose Fit Jeans,04-06-2025,3.6,53
United Colors of Benetton,1349,Regular Fit Jeans,03-06-2025,4.2,73
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1311,Regular Fit Jeans,06-06-2025,4.2,19
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,764,Regular Fit Jeans,03-06-2025,4.7,12
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1319,Regular Fit Jeans,04-06-2025,4.5,29
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1039,Regular Fit Jeans,03-06-2025,4.4,47
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,769,Regular Fit Jeans,01-06-2025,3.6,50
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,666,Regular Fit Jeans,05-06-2025,4.3,19
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,899,Regular Fit Jeans,02-06-2025,3.6,7
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1049,Regular Fit Jeans,03-06-2025,4.3,11
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1099,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,669,Regular Fit Jeans,05-06-2025,3.5,89
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,669,Regular Fit Jeans,04-06-2025,3.5,89
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,899,Regular Fit Jeans,04-06-2025,3.7,40
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,944,Regular Fit Jeans,03-06-2025,4.1,64
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,838,Regular Fit Jeans,05-06-2025,3.9,57
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,959,Regular Fit Jeans,03-06-2025,3.9,277
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1275,Regular Fit Jeans,05-06-2025,4.3,7
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,949,Regular Fit Jeans,03-06-2025,3.4,8
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,839,Regular Fit Jeans,02-06-2025,4,33
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1119,Regular Fit Jeans,01-06-2025,3.9,10
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,607,Regular Fit Jeans,06-06-2025,3.7,1400
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,734,Regular Fit Jeans,04-06-2025,3.8,402
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
V-Mart,919,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,919,Regular Fit Jeans,01-06-2025,4,63
V-Mart,996,Regular Fit Jeans,02-06-2025,4,63
Roadster,1199,Regular Fit Jeans,02-06-2025,3.7,124
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1026,Regular Fit Jeans,02-06-2025,4,63
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,599,Regular Fit Jeans,02-06-2025,4,66
Roadster,805,Baggy Jeans,02-06-2025,4,107
Roadster,519,Loose Fit Jeans,02-06-2025,2.9,48
Roadster,519,Loose Fit Jeans,05-06-2025,3.9,58
Roadster,599,Cargo Jeans,03-06-2025,4.3,55
Roadster,519,Regular Fit Jeans,05-06-2025,3.9,72
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,01-06-2025,4,75
Roadster,519,Regular Fit Jeans,05-06-2025,3.9,72
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1299,Regular Fit Jeans,04-06-2025,3.7,7
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,824,Regular Fit Jeans,04-06-2025,4,5
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,659,Regular Fit Jeans,02-06-2025,3.7,283
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,689,Regular Fit Jeans,02-06-2025,3.6,784
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1402,Regular Fit Jeans,04-06-2025,4.1,31
WROGN,1637,Cargo Jeans,01-06-2025,4.1,197
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1599,Regular Fit Jeans,02-06-2025,4,26
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1329,Regular Fit Jeans,02-06-2025,4.5,6
SPYKAR,1999,Regular Fit Jeans,02-06-2025,3.7,124
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,1923,Regular Fit Jeans,05-06-2025,4.8,11
SPYKAR,1999,Regular Fit Jeans,03-06-2025,4.8,11
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1727,Regular Fit Jeans,01-06-2025,4.2,107
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,2219,Regular Fit Jeans,02-06-2025,4.4,85
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
SPYKAR,1405,Regular Fit Jeans,02-06-2025,4.4,43
United Colors of Benetton,1405,Regular Fit Jeans,06-06-2025,4.4,43
Levis,2384,Cargo Jeans,06-06-2025,4.4,62
Flying Machine,1649,Regular Fit Jeans,02-06-2025,4,15
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
FUGAZEE,2199,Cargo Jeans,02-06-2025,3.7,170
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1799,Regular Fit Jeans,01-06-2025,3.8,69
WROGN,1739,Cargo Jeans,03-06-2025,3.7,52
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
WROGN,1739,Cargo Jeans,03-06-2025,3.7,52
United Colors of Benetton,1425,Regular Fit Jeans,01-06-2025,4.2,56
Levis,2999,Cargo Jeans,01-06-2025,4.5,491
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1257,Regular Fit Jeans,01-06-2025,4.4,91
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,4159,Regular Fit Jeans,04-06-2025,4.7,11
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,8999,Regular Fit Jeans,03-06-2025,4.2,5
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1924,Regular Fit Jeans,03-06-2025,3.9,79
WROGN,1567,Cargo Jeans,01-06-2025,3.9,113
WROGN,1739,Cargo Jeans,03-06-2025,3.7,42
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
WROGN,1567,Cargo Jeans,05-06-2025,3.9,113
WROGN,1739,Cargo Jeans,02-06-2025,3.7,42
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1574,Regular Fit Jeans,05-06-2025,4.1,102
WROGN,1455,Loose Fit Jeans,01-06-2025,4.1,47
U.S. Polo Assn. Denim Co.,1260,Regular Fit Jeans,02-06-2025,4,109
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1674,Regular Fit Jeans,06-06-2025,4.5,29
United Colors of Benetton,1799,Regular Fit Jeans,03-06-2025,4.2,5
WROGN,1374,Loose Fit Jeans,04-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1399,Regular Fit Jeans,05-06-2025,2.8,90
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,1400,Regular Fit Jeans,02-06-2025,5,5
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,679,Regular Fit Jeans,02-06-2025,4.5,16
Levis,2963,Regular Fit Jeans,02-06-2025,4.5,16
Roadster,571,Regular Fit Jeans,01-06-2025,4.2,97
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
Roadster,571,Regular Fit Jeans,04-06-2025,4.2,97
United Colors of Benetton,2529,Regular Fit Jeans,02-06-2025,4,36
WROGN,1567,Cargo Jeans,05-06-2025,3.9,114
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,2276,Regular Fit Jeans,03-06-2025,4.3,6
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,2097,Regular Fit Jeans,03-06-2025,4.1,45
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1829,Regular Fit Jeans,05-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1924,Regular Fit Jeans,02-06-2025,4.4,47
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1644,Regular Fit Jeans,04-06-2025,4,6
Flying Machine,2519,Cargo Jeans,01-06-2025,4.4,45
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
United Colors of Benetton,2199,Regular Fit Jeans,03-06-2025,4.9,9
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,1469,Regular Fit Jeans,03-06-2025,4.2,31
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1574,Regular Fit Jeans,05-06-2025,4.4,5
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,03-06-2025,4,63
United Colors of Benetton,1727,Regular Fit Jeans,04-06-2025,3.6,32
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,1549,Regular Fit Jeans,04-06-2025,4.5,49
U.S. Polo Assn. Denim Co.,1344,Regular Fit Jeans,01-06-2025,4.1,110
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,1106,Regular Fit Jeans,05-06-2025,4.1,54
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,06-06-2025,4,63
V-Mart,472,Regular Fit Jeans,03-06-2025,4.8,17
United Colors of Benetton,472,Regular Fit Jeans,04-06-2025,4.8,17
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,2895,Regular Fit Jeans,01-06-2025,4.4,18
WROGN,1374,Loose Fit Jeans,02-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,02-06-2025,4,63
United Colors of Benetton,549,Regular Fit Jeans,04-06-2025,3.7,54
U.S. Polo Assn. Denim Co.,1296,Regular Fit Jeans,05-06-2025,4,123
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,05-06-2025,4,63
United Colors of Benetton,17999,Regular Fit Jeans,06-06-2025,4,63
WROGN,1374,Loose Fit Jeans,05-06-2025,4.2,57
Flying Machine,1799,Loose Fit Jeans,05-06-2025,4.2,79
WROGN,2521,Loose Fit Jeans,01-06-2025,4.3,55
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,2249,Regular Fit Jeans,04-06-2025,4,118
SPYKAR,1479,Regular Fit Jeans,06-06-2025,4.4,37
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,2279,Regular Fit Jeans,03-06-2025,4,63
WROGN,1623,Cargo Jeans,03-06-2025,4.2,46
Levis,2474,Baggy Jeans,03-06-2025,3.8,22
WROGN,1374,Loose Fit Jeans,03-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,7499,Regular Fit Jeans,04-06-2025,3.9,20
WROGN,1567,Cargo Jeans,05-06-2025,4.3,53
WROGN,1374,Loose Fit Jeans,06-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,759,Regular Fit Jeans,04-06-2025,4,63
United Colors of Benetton,2024,Regular Fit Jeans,01-06-2025,4.5,15
WROGN,1567,Cargo Jeans,06-06-2025,4.3,53
WROGN,1374,Loose Fit Jeans,01-06-2025,4.2,57
Roadster,759,Regular Fit Jeans,01-06-2025,4,63
United Colors of Benetton,5999,Regular Fit Jeans,04-06-2025,3.9,10
